Filename;track type;Acc.%,Error 0;Error 1;Error 2;Error 3;TP;FP;FN;TN;Precision;Recall;F-measure
Renaissance_Renaissance-Late_Victoria_Ascendens_Christus_In_Altum-6-Agnus_Dei-c.mid (1, 0, 0, 0)
Rossini_TheBarberOfSevilleLargoAlFactotumAria.mid (0, 0, 0, 1)
XXCentury_XX-Nationalism_Villalobos_suite_floral_no2.mid (1, 0, 0, 0)
palestrina_canticum_canticorum_04.mid (1, 0, 0, 0)
Misa_Quarti_Toni_1_Kyrie.mid (1, 0, 0, 0)
XXCentury_XX-Nationalism_Villalobos_196.mid (0, 0, 0, 1)
Baroque_Baroque-Late_Marcello_B.Marcello_Corale.mid (0, 0, 1, 0)
1410tinyhand.mid (1, 0, 0, 0)
Renaissance_Renaissance-Late_Victoria_Trahe_Me_Post_Te-6-Agnus_Dei-2t.mid (1, 0, 0, 0)
Baroque_Baroque-Late_Pachelbel_Canone_by_max22861.mid (1, 0, 0, 0)
Baroque_Baroque-Late_Bach_air_g.mid (1, 0, 0, 0)
Baroque_Baroque-Late_Bach_2PART_01.mid (0, 0, 0, 1)
Baroque_Baroque-Late_Haendel_Mes39.mid (1, 0, 0, 0)
Baroque_Baroque-Late_Bach_3PART_13.mid (0, 1, 0, 0)
arias_kv552.mid (0, 0, 0, 1)
pagni03.mid (1, 0, 0, 0)
Renaissance_Renaissance-Late_Victoria_Pro_Victoria-6-Agnus_Dei-3s.mid (0, 1, 0, 0)
spagnoletta_xxvii.mid (1, 0, 0, 0)
Renaissance_Renaissance-Late_Victoria_Victoria_Apocrifo-Jesu_Dulcis_Memoria-t.mid (1, 0, 0, 0)
Baroque_Baroque-Late_Pachelbel_Pachelbel_Canon_piano_solo.mid (1, 0, 0, 0)
XXCentury_Neoclassicism_Stravinsky_stravin3.mid (0, 0, 1, 0)
Romanticism_Romanticism_Beethoven_B9-1-MAA.mid (1, 0, 0, 0)
BR_120A1.mid (0, 0, 0, 1)
danube.mid (0, 1, 0, 0)
Romanticism_Romanticism_Rossini_WTELLCEN.mid (0, 1, 0, 0)
Renaissance_Renaissance-Late_Victoria_Victoria_Apocrifo-Ave_Maria.mid (1, 0, 0, 0)
Baroque_Baroque-Early_Marini_op22_2ballet_m.mid (1, 0, 0, 0)
bruop46c.mid (0, 0, 0, 1)
Romanticism_Romanticism_Brahms_BR-120B2.mid (0, 0, 0, 1)
mozk74a2.mid (0, 1, 0, 0)
mozk219c1.mid (0, 0, 1, 0)
arias_kv391.mid (0, 0, 0, 1)
Romanticism_Romanticism_Carulli_262car_ante.mid (0, 1, 0, 0)
Baroque_Baroque-Late_Bach_f09emaj.mid (0, 1, 0, 0)
Renaissance_Renaissance-Late_Victoria_O_Magnum_Mysterium-3-Credo-t.mid (1, 0, 0, 0)
Baroque_Baroque-Middle_Rosenmuller_06padal_m.mid (1, 0, 0, 0)
XXCentury_Neoclassicism_Hindemith_Symph_metamorphosis_mov3.mid (0, 1, 0, 0)
Romanticism_Romanticism_Chopin_817revetude.mid (0, 0, 0, 1)
Baroque_Baroque-Late_Corelli_Corelli_Pastorale_dal_Concerto_per_la_notte_di_Natale.mid (1, 0, 0, 0)
Classicism_Classicism_Mozart_mozart_kv346.mid (1, 0, 0, 0)
Romanticism_Romanticism_Beethoven_2323andantereg.mid (0, 0, 0, 1)
Romanticism_Romanticism_Heller_2081melody5reg.mid (0, 0, 0, 1)
Renaissance_Renaissance-Late_Victoria_Gaudeamus-6-Agnus_Dei-2t.mid (1, 0, 0, 0)
pagni01.mid (0, 0, 0, 1)
monteverdi_lamento_c3.mid (1, 0, 0, 0)
Medieval_ArsNova_Machau_machaut-b24.mid (1, 0, 0, 0)
Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-5-Agnus_Dei-4s.mid (1, 0, 0, 0)
Renaissance_Renaissance-Late_Victoria_LJbis8-Aleph_Quomodo_Obscuratum-1s.mid (1, 0, 0, 0)
Romanticism_Romanticism_Beethoven_symphony7m4.mid (1, 0, 0, 0)
Ave_Maria.mid (1, 0, 0, 0)
Classicism_Classicism_Mozart_moz330_1.mid (0, 0, 0, 1)
Ave_Regina_1_Kyrie_1b.mid (1, 0, 0, 0)
Baroque_Baroque-Late_Bach_babwv653.mid (1, 0, 0, 0)
Classicism_Classicism_Mozart_mozart11.mid (0, 0, 0, 1)
Renaissance_Renaissance-Late_Victoria_Letaniae_De_Beata_Virgine.mid (1, 0, 0, 0)
janequin_reconfortez.mid (1, 0, 0, 0)
1008czerny13reg.mid (0, 0, 0, 1)
XXCentury_XX-Nationalism_Janacek_1210jansinf3.mid (0, 1, 0, 0)
